"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.228730782E0,-2.662050724E-1,4.836044312E-1,-1.129902363E0,1.257544328E0
1.233746615E0,1.581730694E-1,1.451702118E-1,-7.037162781E-1,7.357375281E-1
1.238762344E0,3.107506633E-1,6.958198547E-2,-1.636395454E-1,3.580300661E-1
1.243778230E0,3.324833512E-2,-1.356225014E-1,5.415234566E-1,5.592374886E-1
1.248793959E0,1.162247360E-2,-3.761377335E-1,9.873490334E-1,1.056632760E0
1.253809844E0,3.217381835E-1,-3.201537132E-1,1.270465851E0,1.349109831E0
1.258825573E0,1.555295140E-1,-3.765616417E-1,1.293829918E0,1.356460083E0
1.263841459E0,9.509125352E-2,-5.690283775E-1,1.122612000E0,1.262178015E0
1.268857292E0,1.548134536E-1,-7.561655045E-1,8.458909988E-1,1.145113557E0
1.273873021E0,1.619925946E-1,-7.399816513E-1,7.645711899E-1,1.076282281E0
1.278888907E0,-1.932480931E-2,-6.475257874E-1,8.922233582E-1,1.102599480E0
1.283904740E0,1.962243021E-2,-6.124281883E-1,1.085016727E0,1.246079702E0
1.288920469E0,2.016738206E-1,-5.698347092E-1,1.259325027E0,1.396883478E0
1.293936355E0,2.295365185E-1,-4.867358208E-1,1.317115307E0,1.422811127E0
1.298952084E0,7.789884508E-2,-4.524388313E-1,1.124512672E0,1.214618408E0
1.303967969E0,-6.311453879E-2,-3.384780884E-1,5.896539688E-1,6.828196426E-1
1.308983802E0,1.351074576E-1,-5.170812607E-1,-2.368927002E-3,5.344461311E-1
1.313999532E0,3.742794394E-1,-7.125759125E-2,5.396461487E-2,3.848050451E-1
1.319015417E0,-3.097109795E-1,-3.723721504E-1,4.483747482E-1,6.600165332E-1
1.324031146E0,-8.109347522E-2,-5.772113800E-1,6.035938263E-1,8.390915540E-1
1.329047032E0,6.170195341E-1,-2.258219719E-1,5.062298775E-1,8.294440049E-1
1.334062761E0,2.000484467E-1,-3.364181519E-2,4.623599052E-1,5.049037876E-1
