"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.149923550E-1,8.580441475E-1,-8.508728981E0,-6.742057800E0,1.088990597E1
7.200068860E-1,7.622674704E-1,-8.177327156E0,-6.352462769E0,1.038284712E1
7.250213650E-1,6.889908314E-1,-7.843595028E0,-6.745030403E0,1.036784097E1
7.300358970E-1,5.877083540E-1,-7.470032692E0,-7.165041924E0,1.036747873E1
7.350503760E-1,9.030176401E-1,-6.812879086E0,-7.753190994E0,1.036063381E1
7.400649070E-1,7.770929337E-1,-7.153914452E0,-5.145120621E0,8.846164797E0
7.450793860E-1,3.784483075E-1,-7.227850914E0,-4.993947983E0,8.793438941E0
7.500939180E-1,7.771347761E-1,-6.906624794E0,-5.568171501E0,8.905612745E0
7.551083970E-1,8.448454142E-1,-6.433917999E0,-6.010951042E0,8.845371503E0
7.601229280E-1,-1.197550297E-1,-6.253293037E0,-6.298032761E0,8.875991873E0
7.651374070E-1,1.011376381E0,-6.007591248E0,-5.454070568E0,8.176852728E0
7.701519380E-1,3.441540599E-1,-5.600470066E0,-6.422904015E0,8.528622571E0
7.751664180E-1,4.256334901E-1,-4.982120991E0,-7.075368881E0,8.663921643E0
7.801809490E-1,3.009080887E-1,-4.551550865E0,-7.088862419E0,8.429657843E0
7.851954280E-1,5.370712876E-1,-3.947310925E0,-7.463604927E0,8.460207303E0
7.902099590E-1,6.994891763E-1,-3.429666996E0,-8.378266335E0,9.080046673E0
7.952244380E-1,4.887008667E-2,-1.977473259E0,-1.068372726E1,1.086530336E1
8.002389700E-1,5.752426386E-1,-1.771503448E0,-9.074046135E0,9.263230636E0
8.052534490E-1,5.117055774E-2,-8.296213150E-1,-8.824039459E0,8.863101169E0
8.102679800E-1,3.720933199E-1,-3.940753937E-1,-8.953966141E0,8.970354425E0
8.152824590E-1,1.767068803E-1,1.814622879E-1,-8.961339951E0,8.964918716E0
8.202969900E-1,2.038809657E-2,6.379899979E-1,-7.959347725E0,7.984902198E0
8.253114700E-1,-1.951429248E-2,1.003683090E0,-8.390076637E0,8.449919913E0
8.303260010E-1,3.179476261E-1,1.221170425E0,-7.193675995E0,7.303514375E0
8.353404800E-1,-2.110424042E-1,1.406829357E0,-6.571321487E0,6.723538788E0
8.403550110E-1,1.557177305E-1,9.929723740E-1,-5.987284184E0,6.071063666E0
8.453694900E-1,-2.353608608E-2,1.143918037E0,-5.446249962E0,5.565136213E0
8.503840220E-1,2.786600590E-2,1.390907288E0,-5.233333111E0,5.415087723E0
8.553985010E-1,1.771317720E-1,9.447736740E-1,-4.296447754E0,4.402662406E0
8.604130320E-1,1.216457486E-1,8.546128273E-1,-3.713135719E0,3.812156561E0
8.654275630E-1,-2.306163311E-2,8.235826492E-1,-3.146005630E0,3.252102650E0
8.704420430E-1,2.024378181E-1,7.156119347E-1,-3.356216431E0,3.437625669E0
8.754565220E-1,-1.775318384E-2,7.836694717E-1,-3.158997536E0,3.254799294E0
8.804710530E-1,6.935954094E-3,7.364053726E-1,-3.001967907E0,3.090979181E0
8.854855320E-1,-9.670293331E-2,6.603507996E-1,-2.894866467E0,2.970802332E0
8.905000630E-1,8.906623721E-2,5.938982964E-1,-2.699943066E0,2.765924898E0
8.955145430E-1,-9.937998652E-2,5.489664078E-1,-2.487239838E0,2.549039527E0
9.005290740E-1,6.862679124E-2,4.683418274E-1,-2.395504475E0,2.441822146E0
9.055436050E-1,8.136722445E-2,3.688421249E-1,-2.279321194E0,2.310404779E0
9.105580840E-1,1.708847880E-1,2.578353882E-1,-2.182532310E0,2.204342982E0
9.155725630E-1,1.105420589E-1,1.830062866E-1,-2.022378445E0,2.033648303E0
9.205870950E-1,1.059246063E-1,1.059083939E-1,-1.937766552E0,1.943547226E0
9.256015740E-1,1.491688192E-1,1.458978653E-2,-1.893181801E0,1.899105455E0
9.306161050E-1,8.859208226E-2,-4.099225998E-2,-1.905738354E0,1.908236777E0
9.356306360E-1,-2.615368366E-2,-9.115457535E-2,-1.772152424E0,1.774687968E0
9.406451150E-1,8.867153525E-2,-2.546319962E-1,-1.446676731E0,1.471588821E0
9.456596470E-1,1.653304696E-1,-3.863377571E-1,-1.220420837E0,1.290743215E0
9.506741260E-1,1.833823323E-2,-3.988947868E-1,-1.345227242E0,1.403242557E0
9.556886570E-1,2.438075840E-1,-4.523482323E-1,-1.500988007E0,1.586513806E0
9.607031360E-1,2.664247751E-1,-5.306496620E-1,-1.423001766E0,1.541916097E0
9.657176680E-1,1.610767245E-1,-5.823068619E-1,-1.459834576E0,1.579918979E0
9.707321470E-1,1.854460835E-1,-7.488379478E-1,-1.658490181E0,1.829135917E0
9.757466780E-1,2.891871333E-1,-8.388381004E-1,-1.905072689E0,2.101566203E0
9.807611570E-1,1.048148572E-1,-1.000875473E0,-1.527929306E0,1.829564383E0
9.857756880E-1,2.053329349E-1,-1.301445484E0,-9.379105568E-1,1.617281106E0
9.907901680E-1,2.985683978E-1,-1.560885429E0,-9.585843086E-1,1.855906864E0
9.958046990E-1,1.539465189E-1,-1.686669827E0,-7.893152237E-1,1.868575168E0
1.000819178E0,1.318261623E-1,-1.763582706E0,-8.234276772E-1,1.950803742E0
1.005833709E0,2.674225271E-1,-1.891820431E0,-3.790273666E-1,1.947860646E0
1.010848188E0,2.600987256E-1,-2.004260063E0,-4.474592209E-1,2.070007126E0
1.015862720E0,1.982564032E-1,-2.031398773E0,-3.239994049E-1,2.066606443E0
1.020877199E0,3.394005299E-1,-2.110750675E0,-3.044052124E-1,2.159426698E0
1.025891730E0,3.777312040E-1,-2.025350571E0,-7.186288834E-1,2.182006707E0
1.030906209E0,3.160050511E-1,-2.110835075E0,4.992389679E-2,2.134941756E0
1.035920740E0,1.643754840E-1,-2.206111431E0,-5.482101440E-2,2.212905847E0
1.040935220E0,3.213709891E-1,-2.152495861E0,-5.090112686E-1,2.235086176E0
1.045949751E0,1.514426470E-1,-2.039013863E0,-7.013101578E-1,2.161561552E0
1.050964230E0,2.113391757E-1,-1.929926634E0,-8.513097763E-1,2.119907874E0
1.055978761E0,2.445566058E-1,-2.239859581E0,-1.033477783E-1,2.255539767E0
1.060993240E0,2.058913708E-1,-2.551618099E0,8.261032104E-1,2.689905704E0
1.066007772E0,2.862987518E-1,-2.606013536E0,8.645868301E-1,2.760576736E0
1.071022251E0,3.308922052E-1,-2.431265116E0,5.243062973E-1,2.509070905E0
1.076036782E0,2.778784633E-1,-2.278765440E0,2.629814148E-1,2.310659559E0
1.081051261E0,1.893296242E-1,-2.219997883E0,-3.058176041E-1,2.248946579E0
1.086065793E0,3.342415094E-1,-2.232005119E0,-2.783594131E-1,2.273993888E0
1.091080272E0,3.876422644E-1,-2.376089096E0,6.186866760E-1,2.485727081E0
1.096094803E0,2.162981629E-1,-2.527674437E0,9.876928329E-1,2.722399692E0
1.101109334E0,2.240993977E-1,-2.514090300E0,8.714733124E-1,2.670268958E0
1.106123813E0,2.625395656E-1,-2.534622669E0,1.650367737E0,3.035943472E0
1.111138345E0,1.260811090E-1,-2.455927372E0,1.321394920E0,2.791694868E0
1.116152824E0,3.570085764E-1,-2.314997911E0,1.126919746E0,2.599349643E0
1.121167355E0,1.788704991E-1,-2.215684891E0,1.018962860E0,2.445309694E0
1.126181834E0,2.654901743E-1,-2.113319397E0,1.247855186E0,2.468551493E0
1.131196365E0,3.414699435E-1,-1.994920850E0,1.047370911E0,2.278880590E0
1.136210845E0,2.288163304E-1,-1.885437369E0,1.232517242E0,2.264139956E0
1.141225376E0,1.351536512E-1,-1.677019715E0,4.051189423E-1,1.730544132E0
1.146239855E0,3.083475828E-1,-1.512051821E0,6.912031174E-1,1.690899373E0
1.151254386E0,1.468722820E-1,-1.533082843E0,8.896923065E-1,1.778613750E0
1.156268865E0,1.304481626E-1,-1.655108690E0,1.645260811E0,2.337367031E0
1.161283397E0,2.827045918E-1,-1.742564917E0,2.059683800E0,2.712701924E0
1.166297876E0,1.452848911E-1,-1.640087128E0,1.870150089E0,2.491677114E0
1.171312407E0,1.269190907E-1,-1.397578478E0,1.616081238E0,2.140339371E0
1.176326886E0,2.628825307E-1,-1.250640273E0,1.777378559E0,2.189128333E0
1.181341418E0,1.711093187E-1,-1.367058039E0,2.021437168E0,2.446289906E0
1.186355897E0,1.502841115E-1,-1.482360363E0,2.274607182E0,2.719157110E0
1.191370428E0,2.811007500E-1,-1.428871274E0,2.473015785E0,2.869929934E0
1.196384907E0,1.866201758E-1,-1.377116680E0,2.648121834E0,2.990623127E0
1.201399438E0,8.918535709E-2,-1.306634426E0,2.588016987E0,2.900530895E0
1.206413918E0,2.367615104E-1,-1.156691194E0,2.241259575E0,2.533226206E0
1.211428449E0,1.235165596E-1,-1.096908808E0,2.076419830E0,2.351591926E0
1.216442928E0,9.822332859E-2,-1.033939600E0,2.166827679E0,2.402877672E0
1.221457459E0,1.627629399E-1,-9.323185086E-1,2.106185436E0,2.309053197E0
1.226471938E0,1.238099337E-1,-8.833056688E-1,2.050044060E0,2.235674049E0
1.231486470E0,1.225963831E-1,-8.319550157E-1,2.000766277E0,2.170309821E0
1.236500949E0,1.827279329E-1,-7.573717237E-1,1.927237511E0,2.078760652E0
1.241515480E0,1.300355792E-1,-6.696739197E-1,1.793660164E0,1.919007346E0
1.246529959E0,1.055566072E-1,-5.978547335E-1,1.733705044E0,1.836928322E0
1.251544490E0,1.165308952E-1,-5.513565540E-1,1.668301582E0,1.760909898E0
1.256559022E0,7.203102112E-2,-5.472260714E-1,1.668855667E0,1.757761098E0
1.261573501E0,1.012905836E-1,-4.928390980E-1,1.567963600E0,1.646711878E0
1.266587980E0,1.298717260E-1,-4.367132187E-1,1.384913445E0,1.457933589E0
1.271602511E0,9.592050314E-2,-4.259525537E-1,1.325055122E0,1.395137054E0
1.276617043E0,1.115218997E-1,-4.694136381E-1,1.430775642E0,1.509935507E0
1.281631522E0,1.576948166E-1,-5.336889625E-1,1.472256660E0,1.573922247E0
1.286646053E0,1.147343516E-1,-5.646782517E-1,1.404185295E0,1.517814825E0
1.291660532E0,1.264752150E-1,-5.465596318E-1,1.212362289E0,1.335868905E0
1.296675063E0,1.521285772E-1,-4.994918108E-1,9.995412827E-1,1.127704726E0
1.301689543E0,1.012098789E-1,-4.629335105E-1,7.774286270E-1,9.104647961E-1
1.306704074E0,4.785561562E-2,-4.498615861E-1,5.076942444E-1,6.800140090E-1
1.311718553E0,8.026027679E-2,-3.774596751E-1,2.642993927E-1,4.677303575E-1
1.316733084E0,5.781650543E-2,-3.412932158E-1,1.161890030E-1,3.651351693E-1
1.321747563E0,1.371812820E-2,-3.423532248E-1,1.846637726E-1,3.892231063E-1
1.326762095E0,8.619606495E-2,-4.078531563E-1,4.831590652E-1,6.381352843E-1
1.331776574E0,1.008266807E-1,-5.023397207E-1,6.910152435E-1,8.602402463E-1
1.336791105E0,1.177710891E-1,-4.874806702E-1,4.816074371E-1,6.953079582E-1
1.341805584E0,1.228301525E-1,-3.085171282E-1,-7.202243805E-2,3.397900769E-1
1.346820115E0,7.785624266E-2,-8.637611568E-2,-4.939193726E-1,5.074236637E-1
1.351834595E0,7.372701168E-2,4.204943776E-3,-6.247043610E-1,6.290539662E-1
1.356849126E0,6.733572483E-2,-1.913636923E-3,-7.825670242E-1,7.854609534E-1
1.361863605E0,3.250205517E-2,2.980396152E-2,-1.053193092E0,1.054115909E0
1.366878136E0,8.357530832E-2,6.388127804E-2,-8.327550888E-1,8.393727943E-1
1.371892615E0,3.918367624E-2,-6.573432684E-2,-1.708488464E-1,1.872049426E-1
1.376907147E0,6.840705872E-3,-2.042277455E-1,-8.041381836E-2,2.195954223E-1
1.381921626E0,9.876197577E-2,-2.349457145E-1,-3.232154846E-1,4.116086322E-1
1.386936157E0,5.910384655E-2,-1.551592350E-1,-2.969942093E-1,3.402546300E-1
1.391950688E0,3.132015467E-2,-1.611474752E-1,-8.142471313E-2,1.832469502E-1
1.396965168E0,1.036406159E-1,-2.300635576E-1,-2.328414917E-1,3.433449841E-1
1.401979647E0,8.075398207E-2,-2.398095131E-1,-5.567674637E-1,6.115715958E-1
1.406994178E0,1.729357243E-2,-2.160879374E-1,-3.846950531E-1,4.415691885E-1
1.412008709E0,2.782696486E-2,-1.991477013E-1,-1.836423874E-1,2.723209014E-1
1.417023188E0,5.993795395E-2,-2.515290976E-1,-2.256212234E-1,3.431681537E-1
1.422037720E0,1.444995403E-3,-3.146612644E-1,-2.714252472E-1,4.155544058E-1
1.427052199E0,3.352057934E-2,-3.186342716E-1,5.812358856E-2,3.256221427E-1
1.432066730E0,7.958889008E-2,-3.133389950E-1,8.214282990E-2,3.335613312E-1
1.437081209E0,5.661422014E-2,-2.505528927E-1,-3.959245682E-1,4.719514653E-1
1.442095740E0,4.601478577E-2,-1.133022308E-1,-7.445459366E-1,7.545219730E-1
1.447110220E0,6.397819519E-2,-5.167865753E-2,-5.896368027E-1,5.953448179E-1
1.452124751E0,4.395329952E-2,-7.267475128E-2,-4.506263733E-1,4.585603999E-1
1.457139230E0,2.641719580E-2,-1.325478554E-1,-5.702266693E-1,5.860249624E-1
1.462153761E0,4.509639740E-2,-2.948284149E-2,-9.877080917E-1,9.891765249E-1
1.467168240E0,2.559703588E-2,1.602463722E-1,-1.214631081E0,1.225423506E0
1.472182772E0,-3.851604462E-2,2.996256351E-1,-1.594840050E0,1.623198630E0
1.477197251E0,7.918357849E-3,3.599770069E-1,-1.795891762E0,1.831631340E0
1.482211782E0,-2.830028534E-4,3.440213203E-1,-1.808662415E0,1.841089481E0
1.487226261E0,1.623630524E-3,3.499982357E-1,-1.748209000E0,1.782901037E0
1.492240793E0,3.011912107E-2,3.332130909E-1,-1.695974350E0,1.728660499E0
1.497255272E0,3.025573492E-2,3.089916706E-1,-1.520901680E0,1.552267110E0
1.502269803E0,2.834433317E-2,2.280335426E-1,-1.271302223E0,1.291902489E0
1.507284282E0,4.588329792E-2,1.577403545E-1,-1.095429420E0,1.107679065E0
1.512298813E0,3.724926710E-2,1.290810108E-1,-1.014420509E0,1.023278254E0
1.517313293E0,4.316502810E-2,1.323614120E-1,-1.008810997E0,1.018372422E0
1.522327824E0,3.988879919E-2,1.438443661E-1,-1.002036095E0,1.013093605E0
1.527342303E0,3.441572189E-2,1.377344131E-1,-9.321804047E-1,9.429292218E-1
1.532356834E0,3.633540869E-2,1.072969437E-1,-8.210306168E-1,8.288088861E-1
1.537371313E0,4.314428568E-2,8.147478104E-2,-7.785396576E-1,7.839793159E-1
1.542385845E0,1.927483082E-2,6.323003769E-2,-6.472120285E-1,6.505789473E-1
1.547400376E0,1.686710119E-2,7.159113884E-2,-5.823783875E-1,5.870045796E-1
1.552414855E0,8.848869801E-2,5.176639557E-2,-5.600204468E-1,5.693267166E-1
1.557429386E0,7.402694225E-2,2.782225609E-2,-5.227603912E-1,5.287083248E-1
1.562443865E0,3.605163097E-2,3.562498093E-2,-4.730606079E-1,4.757680087E-1
1.567458397E0,2.700662613E-2,1.812458038E-2,-4.492530823E-1,4.504288958E-1
1.572472876E0,2.279180288E-2,6.488561630E-3,-4.083061218E-1,4.089932235E-1
1.577487407E0,-1.238888502E-2,-1.574277878E-3,-3.526983261E-1,3.529193563E-1
1.582501886E0,3.609693050E-2,-3.460431099E-2,-3.517227173E-1,3.552595060E-1
1.587516418E0,3.911352158E-2,-3.047323227E-2,-3.288307190E-1,3.325479322E-1
1.592530897E0,1.671314240E-3,-4.185652733E-2,-2.960071564E-1,2.989565166E-1
1.597545428E0,2.640241385E-2,-6.625771523E-2,-3.153409958E-1,3.233065355E-1
1.602559907E0,5.593675375E-2,-6.077933311E-2,-3.293552399E-1,3.395554767E-1
1.607574438E0,1.854062080E-2,-6.133604050E-2,-3.356561661E-1,3.417176119E-1
1.612588918E0,2.430284023E-2,-5.826735497E-2,-3.152208328E-1,3.214807710E-1
1.617603449E0,4.932034016E-2,-7.059240341E-2,-3.135175705E-1,3.251292826E-1
1.622617928E0,-1.951038837E-3,-6.492471695E-2,-2.898817062E-1,2.970697377E-1
1.627632459E0,1.844584942E-2,-6.992268562E-2,-2.968816757E-1,3.055620407E-1
1.632646938E0,3.153091669E-2,-5.684494972E-2,-3.058118820E-1,3.126442934E-1
1.637661470E0,-1.747226715E-2,-3.527808189E-2,-2.999725342E-1,3.025447809E-1
1.642675949E0,5.629062653E-4,-5.280876160E-2,-2.675504684E-1,2.727129174E-1
1.647690480E0,-1.964575052E-2,-6.874752045E-2,-2.563571930E-1,2.661412923E-1
1.652704959E0,-3.742223978E-2,-6.381630898E-2,-2.162828445E-1,2.285852449E-1
1.657719490E0,-4.077857733E-2,-7.374954224E-2,-1.785039902E-1,1.973969652E-1
1.662733970E0,-3.215456009E-2,-9.118938446E-2,-1.454620361E-1,1.746671793E-1
1.667748501E0,-2.605348825E-2,-7.532644272E-2,-1.172180176E-1,1.417495004E-1
1.672762980E0,2.783960104E-2,-9.557032585E-2,-9.851169586E-2,1.400474376E-1
