"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.578186580E-1,-7.200527191E-2,1.027716398E-1,3.920216262E-1,4.116159916E-1
7.628349600E-1,5.367279053E-3,4.363477230E-2,3.267898560E-1,3.297338487E-1
7.678512620E-1,9.637737274E-2,-3.166151047E-2,2.072085440E-1,2.307085389E-1
7.728675650E-1,1.652812958E-1,-2.804005146E-2,1.264114082E-1,2.099618902E-1
7.778838150E-1,2.027912140E-1,-1.935434341E-2,1.010381281E-1,2.273929867E-1
7.829001170E-1,2.067480087E-1,9.156405926E-2,4.828885198E-2,2.312153310E-1
7.879164190E-1,1.679306030E-1,2.613574266E-1,2.529144287E-3,3.106682933E-1
7.929327210E-1,1.246728897E-1,4.824399948E-1,-1.434223354E-2,4.984951130E-1
7.979490230E-1,1.743240356E-1,6.900745630E-1,-7.138827443E-2,7.153237433E-1
8.029653250E-1,1.522560120E-1,8.057875633E-1,-1.561067700E-1,8.347723127E-1
8.079816270E-1,1.041116714E-1,8.559288979E-1,-2.633275390E-1,9.015513913E-1
8.129979290E-1,1.275110245E-1,8.581620455E-1,-3.027847409E-1,9.189013859E-1
8.180142310E-1,3.761796951E-1,9.197189808E-1,-3.057812750E-1,1.039661654E0
8.230305330E-1,3.876447678E-1,8.881419897E-1,-2.479704916E-1,1.000276974E0
8.280468350E-1,3.656816483E-1,8.376947641E-1,-1.567403972E-1,9.273743246E-1
8.330630850E-1,3.152971268E-1,7.493971586E-1,-4.860173166E-2,8.144756030E-1
8.380793870E-1,2.533435822E-1,6.235351562E-1,4.561607540E-2,6.745812687E-1
8.430956900E-1,1.395206451E-1,4.767737389E-1,7.857310027E-2,5.029442718E-1
8.481119920E-1,8.587551117E-2,2.928382158E-1,7.806725800E-3,3.052699937E-1
8.531282940E-1,1.299047470E-1,1.718099117E-1,-1.466304809E-1,2.605655138E-1
8.581445960E-1,1.592283249E-1,9.426319599E-2,-2.319272161E-1,2.966975617E-1
8.631608980E-1,1.929912567E-1,1.965391636E-2,-1.321104169E-1,2.347020747E-1
8.681772000E-1,2.169437408E-1,-4.471468925E-2,1.066426039E-1,2.458386363E-1
8.731935020E-1,1.979665756E-1,-6.311178207E-2,3.765327930E-1,4.300590731E-1
8.782097520E-1,1.767644882E-1,-6.927549839E-2,4.916995466E-1,5.270799020E-1
8.832260540E-1,1.865787506E-1,-7.054722309E-2,5.286676884E-1,5.650469587E-1
8.882423560E-1,2.057476044E-1,-8.619213104E-2,4.544212222E-1,5.062211052E-1
8.932586580E-1,2.650680542E-1,-8.754205704E-2,3.327118456E-1,4.343061792E-1
8.982749600E-1,3.570785522E-1,-7.949233055E-2,1.563207060E-1,3.978194141E-1
9.032912620E-1,4.672851562E-1,-8.571624756E-2,-5.072911456E-2,4.777825189E-1
9.083075650E-1,5.361757278E-1,-9.425020218E-2,-2.048468888E-1,5.816612069E-1
9.133238670E-1,5.047569275E-1,-1.334761381E-1,-2.175091505E-1,5.656020384E-1
9.183401690E-1,4.617414474E-1,-1.673527956E-1,-6.776726991E-2,4.957867741E-1
9.233564710E-1,4.427957535E-1,-1.937823296E-1,1.176476330E-1,4.974541548E-1
9.283727730E-1,3.599004745E-1,-2.245829105E-1,2.744826376E-1,5.052786891E-1
9.333890750E-1,3.332080841E-1,-2.274606228E-1,3.894671500E-1,5.607589706E-1
9.384053250E-1,2.899694443E-1,-2.303190231E-1,4.302347898E-1,5.676540367E-1
9.434216270E-1,2.754745483E-1,-2.119299173E-1,3.708906472E-1,5.082916376E-1
9.484379290E-1,2.490882874E-1,-1.985994577E-1,2.778792679E-1,4.227334941E-1
9.534542310E-1,2.394170761E-1,-1.904445887E-1,1.653482020E-1,3.477494868E-1
9.584705330E-1,1.582708359E-1,-1.778537035E-1,2.886774763E-2,2.398227349E-1
9.634868350E-1,1.037139893E-1,-1.510361433E-1,-1.189212594E-2,1.836026438E-1
9.685031370E-1,2.326202393E-2,-1.312403679E-1,-5.418481305E-5,1.332860040E-1
9.735194400E-1,-5.206966400E-2,-5.211758614E-2,5.993983895E-2,9.497513878E-2
9.785357420E-1,-2.390375137E-1,7.317781448E-3,2.350699008E-1,3.353361614E-1
9.835520440E-1,-4.180402756E-1,6.596493721E-2,4.819431305E-1,6.413877345E-1
9.885682940E-1,-5.082216263E-1,1.163390875E-1,6.732689738E-1,8.515369139E-1
9.935845960E-1,-5.291652679E-1,1.081485748E-1,7.447229624E-1,9.199588500E-1
9.986008980E-1,-5.098209381E-1,1.155014038E-1,7.316479683E-1,8.992033767E-1
1.003617200E0,-4.361562729E-1,5.472040176E-2,6.437411904E-1,7.795058287E-1
1.008633502E0,-3.369789124E-1,-3.548240662E-2,4.904456437E-1,5.961130077E-1
1.013649804E0,-1.862030029E-1,-1.143792868E-1,3.410717845E-1,4.050730079E-1
1.018666106E0,1.361751556E-2,-2.150049210E-1,2.217768729E-1,3.091885090E-1
1.023682408E0,1.908607483E-1,-2.939709425E-1,1.899001300E-1,3.986336660E-1
1.028698710E0,3.599739075E-1,-3.822124004E-1,2.163333297E-1,5.678623448E-1
1.033715012E0,5.019893646E-1,-4.223089218E-1,2.510952950E-1,7.024151157E-1
1.038731315E0,6.528882980E-1,-4.592775106E-1,2.202936113E-1,8.280870949E-1
1.043747565E0,7.817401886E-1,-4.499381781E-1,2.098759413E-1,9.260723499E-1
1.048763867E0,8.362464905E-1,-4.659945965E-1,1.630015373E-1,9.710966265E-1
1.053780169E0,8.333997726E-1,-4.479632378E-1,9.430191666E-2,9.508517734E-1
1.058796471E0,7.496404648E-1,-4.246582985E-1,-5.518995225E-3,8.615834006E-1
1.063812773E0,6.591758728E-1,-3.724750280E-1,-8.547791094E-2,7.619428791E-1
1.068829075E0,5.286254883E-1,-2.941591740E-1,-1.618899107E-1,6.262450556E-1
1.073845377E0,3.628644943E-1,-2.068533897E-1,-1.581636071E-1,4.466258979E-1
1.078861679E0,2.239093781E-1,-1.276714802E-1,-1.026875675E-1,2.774529743E-1
1.083877981E0,1.306724548E-1,-4.236936569E-3,-3.586173058E-2,1.355702984E-1
1.088894283E0,7.347106934E-2,1.110553741E-1,6.906551123E-2,1.500044633E-1
1.093910533E0,6.640052795E-2,2.419710159E-1,1.713327765E-1,3.038320638E-1
1.098926835E0,3.058433533E-2,3.265175819E-1,1.870032847E-1,3.775173657E-1
1.103943137E0,1.855945587E-2,4.125254154E-1,1.330303997E-1,4.338418594E-1
1.108959440E0,8.742332458E-3,4.832584858E-1,7.867555320E-2,4.896989230E-1
1.113975742E0,2.023696899E-2,5.604445934E-1,9.537526220E-2,5.688621255E-1
1.118992044E0,2.192592621E-2,5.986959934E-1,1.132878140E-1,6.097144968E-1
1.124008346E0,2.332305908E-2,6.289765835E-1,1.800640970E-1,6.546591378E-1
1.129024648E0,3.158569336E-2,5.870285034E-1,2.500367165E-1,6.388415135E-1
1.134040950E0,5.137252808E-2,5.206160545E-1,3.613572419E-1,6.358138636E-1
1.139057252E0,8.979606628E-2,4.203972816E-1,4.444237351E-1,6.183119474E-1
1.144073554E0,1.706552505E-1,3.010187149E-1,4.176921546E-1,5.424041089E-1
1.149089804E0,2.938165665E-1,1.556112766E-1,3.094939291E-1,4.542351113E-1
1.154106106E0,4.043922424E-1,1.802134514E-2,1.946103424E-1,4.491447873E-1
1.159122408E0,4.405546188E-1,-1.067404747E-1,1.876885891E-1,4.906209408E-1
1.164138710E0,4.765176773E-1,-1.901588440E-1,2.265160382E-1,5.608377647E-1
1.169155012E0,4.933395386E-1,-2.534778118E-1,3.610595167E-1,6.618148351E-1
1.174171315E0,4.457101822E-1,-3.042716980E-1,4.145676494E-1,6.805183088E-1
1.179187617E0,4.149322510E-1,-3.259928226E-1,4.419053793E-1,6.882735340E-1
1.184203919E0,3.771238327E-1,-3.687443733E-1,3.307694495E-1,6.225778881E-1
1.189220221E0,4.062509537E-1,-3.679924011E-1,2.240781784E-1,5.921733485E-1
1.194236523E0,4.524793625E-1,-3.534827232E-1,2.039710432E-1,6.093371773E-1
1.199252825E0,4.034118652E-1,-3.837587833E-1,2.511616647E-1,6.108143078E-1
1.204269075E0,3.428926468E-1,-3.375380039E-1,2.886790037E-1,5.611085800E-1
1.209285377E0,2.543430328E-1,-3.248398304E-1,3.238425255E-1,5.244857244E-1
1.214301679E0,1.759109497E-1,-3.005015850E-1,3.189546466E-1,4.722053911E-1
1.219317981E0,9.567260742E-2,-2.953765392E-1,3.625282645E-1,4.773125709E-1
1.224334283E0,1.833915710E-2,-2.738332748E-1,4.046716094E-1,4.889581767E-1
1.229350585E0,-1.578140259E-2,-2.384383678E-1,4.483696222E-1,5.080720678E-1
1.234366887E0,-1.021604538E-1,-2.395472527E-1,4.655893445E-1,5.334726631E-1
1.239383190E0,-1.881866455E-1,-2.200160027E-1,4.371956885E-1,5.243675476E-1
1.244399492E0,-2.763061523E-1,-1.967976093E-1,3.259782791E-1,4.704638427E-1
1.249415742E0,-3.523168564E-1,-1.818983555E-1,3.233092427E-1,5.116082930E-1
1.254432044E0,-3.949470520E-1,-1.799387932E-1,3.838224113E-1,5.793796567E-1
1.259448346E0,-3.783779144E-1,-1.314780712E-1,4.332880974E-1,5.900804222E-1
1.264464648E0,-3.671636581E-1,-1.341047287E-1,4.097686708E-1,5.663069783E-1
1.269480950E0,-2.805204391E-1,-1.326994896E-1,3.402802944E-1,4.605339836E-1
1.274497252E0,-1.403856277E-1,-1.247541904E-1,2.602190077E-1,3.209137961E-1
1.279513554E0,2.925491333E-2,-1.358892918E-1,1.676314175E-1,2.177660251E-1
1.284529856E0,1.688117981E-1,-1.232020855E-1,1.400821209E-1,2.515932782E-1
1.289546158E0,2.880592346E-1,-1.271643639E-1,8.936591446E-2,3.273150848E-1
1.294562460E0,3.611869812E-1,-1.354365349E-1,9.858028591E-2,3.981421394E-1
1.299578762E0,4.052381516E-1,-1.194057465E-1,1.460326463E-1,4.469913037E-1
1.304595065E0,4.252624512E-1,-1.171500683E-1,1.999565661E-1,4.843087024E-1
1.309611315E0,4.210615158E-1,-8.366203308E-2,2.014215738E-1,4.741969910E-1
1.314627617E0,3.741817474E-1,-6.851816177E-2,1.875568032E-1,4.241276613E-1
1.319643919E0,3.156986237E-1,-5.281376839E-2,1.536706835E-1,3.550628030E-1
1.324660221E0,2.432804108E-1,-3.652548790E-2,1.765634567E-1,3.028103759E-1
1.329676523E0,1.450862885E-1,-1.722383499E-2,1.985566169E-1,2.465186032E-1
1.334692825E0,1.634407043E-2,4.781508446E-2,1.848938465E-1,1.916745821E-1
1.339709127E0,-1.334238052E-1,9.372615814E-2,1.570670307E-1,2.263991092E-1
1.344725429E0,-3.757591248E-1,1.633980274E-1,1.084814444E-1,4.238656143E-1
1.349741731E0,-5.815448761E-1,1.994705200E-1,5.613553524E-2,6.173606155E-1
1.354758033E0,-7.914857864E-1,2.760090828E-1,2.917891741E-2,8.387384414E-1
1.359774283E0,-9.102935791E-1,3.592090607E-1,2.276539803E-2,9.788686392E-1
1.364790585E0,-1.031260490E0,4.277386665E-1,2.948915958E-2,1.116838474E0
1.369806887E0,-1.035111427E0,4.816861153E-1,1.588654518E-2,1.141809775E0
1.374823190E0,-1.032017708E0,5.210494995E-1,-2.557301521E-2,1.156376716E0
1.379839492E0,-9.933443069E-1,4.934577942E-1,-1.359345317E-1,1.117457697E0
1.384855794E0,-9.168004990E-1,4.588222504E-1,-2.391763628E-1,1.052732798E0
1.389872096E0,-7.738685608E-1,3.743033409E-1,-2.729532719E-1,9.019307230E-1
1.394888398E0,-6.435518265E-1,2.948517799E-1,-2.495543659E-1,7.505823786E-1
1.399904700E0,-4.756441116E-1,1.919269562E-1,-2.217978537E-1,5.588090598E-1
1.404921002E0,-2.751493454E-1,6.542634964E-2,-2.181043327E-1,3.571516057E-1
1.409937252E0,-6.350326538E-2,-3.667116165E-2,-2.657378316E-1,2.756701543E-1
1.414953554E0,1.448383331E-1,-1.575737000E-1,-3.283524513E-1,3.919476316E-1
1.419969856E0,3.474874496E-1,-3.091845512E-1,-3.986557722E-1,6.125920658E-1
1.424986158E0,4.989466667E-1,-4.440360069E-1,-3.953093588E-1,7.761348084E-1
1.430002460E0,5.850696564E-1,-4.906201363E-1,-3.444994092E-1,8.376720503E-1
1.435018762E0,6.226701736E-1,-5.615730286E-1,-3.178998232E-1,8.967400455E-1
1.440035065E0,6.644229889E-1,-5.803942680E-1,-2.698058486E-1,9.225565622E-1
1.445051367E0,6.625576019E-1,-5.854468346E-1,-1.950397491E-1,9.054121027E-1
1.450067669E0,5.742692947E-1,-4.979844093E-1,-1.025308073E-1,7.669982146E-1
1.455083971E0,4.571323395E-1,-4.255771637E-1,-3.243079782E-2,6.254099893E-1
1.460100273E0,3.565883636E-1,-2.893972397E-1,-2.295133471E-2,4.598182110E-1
1.465116523E0,2.463874817E-1,-1.562733650E-1,-1.126509905E-2,2.919846883E-1
1.470132825E0,1.574964523E-1,1.905345917E-2,1.236623526E-2,1.591260211E-1
1.475149127E0,1.256885529E-1,2.007875443E-1,4.810929298E-3,2.369312037E-1
1.480165429E0,6.844997406E-2,3.848490715E-1,4.524463415E-2,3.934987722E-1
1.485181731E0,-3.367033005E-1,6.085758209E-1,4.707061946E-1,8.398201974E-1
1.490198033E0,-4.781932831E-1,7.329397202E-1,5.331510901E-1,1.024753402E0
1.495214335E0,-3.926000595E-1,7.918448448E-1,6.378868222E-1,1.089978286E0
1.500230637E0,-1.519336700E-1,8.242511749E-1,6.023727059E-1,1.032146654E0
1.505246940E0,1.605396271E-1,8.670973778E-1,4.393194914E-1,9.852068057E-1
1.510263242E0,4.548835754E-1,9.024500847E-1,1.345529556E-1,1.019529166E0
1.515279492E0,7.486109734E-1,9.383354187E-1,-2.249453068E-1,1.221266612E0
1.520295794E0,9.492092133E-1,9.825768471E-1,-3.697627783E-1,1.415337381E0
1.525312096E0,1.078576565E0,9.923963547E-1,-3.426216841E-1,1.505180238E0
1.530328398E0,1.084238052E0,9.486637115E-1,-1.709479690E-1,1.450778481E0
1.535344700E0,1.002027988E0,8.894476891E-1,7.049506903E-2,1.341695508E0
1.540361002E0,8.843650818E-1,7.763395309E-1,3.165801764E-1,1.218617115E0
1.545377304E0,6.906948090E-1,6.906366348E-1,5.158219934E-1,1.104586171E0
1.550393606E0,4.903535843E-1,6.010708809E-1,5.825686455E-1,9.701129152E-1
1.555409908E0,3.526372910E-1,5.577430725E-1,5.093268156E-1,8.335731516E-1
1.560426210E0,2.727379799E-1,5.367341042E-1,3.315219283E-1,6.872963649E-1
1.565442512E0,2.457242012E-1,5.235304832E-1,1.368576288E-1,5.943017420E-1
1.570458762E0,2.070403099E-1,5.563454628E-1,-1.486510038E-2,5.938071531E-1
1.575475065E0,2.283816338E-1,6.327109337E-1,-9.041482210E-2,6.787165360E-1
1.580491367E0,1.162304878E-1,7.262573242E-1,-9.198480844E-2,7.412290012E-1
1.585507669E0,-6.248617172E-2,8.532958031E-1,-4.935860634E-3,8.555948877E-1
1.590523971E0,-2.884778976E-1,9.398474693E-1,1.258466244E-1,9.911458701E-1
1.595540273E0,-4.781999588E-1,1.048008919E0,2.697077990E-1,1.183106162E0
1.600556575E0,-6.318936348E-1,1.177505016E0,3.665860295E-1,1.385710268E0
1.605572877E0,-7.520165443E-1,1.335465431E0,3.663483262E-1,1.575819754E0
1.610589179E0,-7.741761208E-1,1.438314438E0,2.690142393E-1,1.655435214E0
1.615605481E0,-8.202915192E-1,1.505390644E0,2.177145481E-1,1.728143163E0
1.620621783E0,-8.376555443E-1,1.558328152E0,1.162061691E-1,1.773007984E0
